#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P0C0V0	uniprotkb:P06996	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-371155	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:ompc_ecoli(display_long)|uniprotkb:ompC(gene name)|psi-mi:ompC(display_short)|uniprotkb:meoA(gene name synonym)|uniprotkb:par(gene name synonym)|uniprotkb:b2215(locus name)|uniprotkb:Outer membrane protein 1B(gene name synonym)|uniprotkb:JW2203(locus name)|uniprotkb:Porin OmpC(gene name synonym)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.62
uniprotkb:P0C0V0	uniprotkb:P21420	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-9073123|uniprotkb:P77189	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:nmpc_ecoli(display_long)|uniprotkb:nmpC(gene name)|psi-mi:nmpC(display_short)|uniprotkb:phmA(gene name synonym)|uniprotkb:b0553(locus name)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.46
uniprotkb:P0C0V0	uniprotkb:P02931	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-371336	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:ompf_ecoli(display_long)|uniprotkb:ompF(gene name)|psi-mi:ompF(display_short)|uniprotkb:cmlB(gene name synonym)|uniprotkb:tolF(gene name synonym)|uniprotkb:coa(gene name synonym)|uniprotkb:cry(gene name synonym)|uniprotkb:Porin OmpF(gene name synonym)|uniprotkb:Outer membrane protein 1A(gene name synonym)|uniprotkb:Outer membrane protein IA(gene name synonym)|uniprotkb:Outer membrane protein B(gene name synonym)|uniprotkb:b0929(locus name)|uniprotkb:JW0912(locus name)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.60
uniprotkb:P0C0V0	uniprotkb:P0A915	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-1132929|uniprotkb:P21364|uniprotkb:P97217|uniprotkb:P97220	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:ompw_ecoli(display_long)|uniprotkb:yciD(gene name synonym)|uniprotkb:ompW(gene name)|psi-mi:ompW(display_short)|uniprotkb:b1256(locus name)|uniprotkb:JW1248(locus name)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.46
uniprotkb:P0C0V0	uniprotkb:P0A910	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-371347|uniprotkb:P02934	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:ompa_ecoli(display_long)|uniprotkb:ompA(gene name)|psi-mi:ompA(display_short)|uniprotkb:tolG(gene name synonym)|uniprotkb:tut(gene name synonym)|uniprotkb:con(gene name synonym)|uniprotkb:Outer membrane protein II*(gene name synonym)|uniprotkb:b0957(locus name)|uniprotkb:JW0940(locus name)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.75
uniprotkb:P0C0V0	uniprotkb:P0A917	intact:EBI-547165|uniprotkb:P09376|uniprotkb:P15724	intact:EBI-552413|uniprotkb:P36546	psi-mi:degp_ecoli(display_long)|uniprotkb:degP(gene name)|psi-mi:degP(display_short)|uniprotkb:htrA(gene name synonym)|uniprotkb:ptd(gene name synonym)|uniprotkb:b0161(locus name)|uniprotkb:JW0157(locus name)|uniprotkb:Heat shock protein DegP(gene name synonym)|uniprotkb:Protease Do(gene name synonym)	psi-mi:ompx_ecoli(display_long)|uniprotkb:ompX(gene name)|psi-mi:ompX(display_short)|uniprotkb:b0814(locus name)|uniprotkb:ybiG(gene name synonym)|uniprotkb:JW0799(locus name)	psi-mi:"MI:0096"(pull down)	Ge et al. (2013)	imex:IM-22035|pubmed:24373465	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0471"(MINT)	intact:EBI-9076025|imex:IM-22035-2	intact-miscore:0.46
uniprotkb:P0ABP8	uniprotkb:P0ABP8	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:"MI:0071"(molecular sieving)	Bertoša et al. (2014)	imex:IM-22588|pubmed:24785777	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9104425|imex:IM-22588-3	intact-miscore:0.72
uniprotkb:P0ABP8	uniprotkb:P0ABP8	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:"MI:0071"(molecular sieving)	Bertoša et al. (2014)	imex:IM-22588|pubmed:24785777	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9104353|imex:IM-22588-1	intact-miscore:0.72
uniprotkb:P0ABP8	uniprotkb:P0ABP8	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:"MI:0071"(molecular sieving)	Bertoša et al. (2014)	imex:IM-22588|pubmed:24785777	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9104492|imex:IM-22588-4	intact-miscore:0.72
uniprotkb:P0ABP8	uniprotkb:P0ABP8	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	intact:EBI-907568|uniprotkb:P09743|uniprotkb:Q2M5T3	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:deod_ecoli(display_long)|uniprotkb:deoD(gene name)|psi-mi:deoD(display_short)|uniprotkb:pup(gene name synonym)|uniprotkb:b4384(locus name)|uniprotkb:Inosine phosphorylase(gene name synonym)|uniprotkb:JW4347(locus name)	psi-mi:"MI:0071"(molecular sieving)	Bertoša et al. (2014)	imex:IM-22588|pubmed:24785777	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9104383|imex:IM-22588-2	intact-miscore:0.72
uniprotkb:P0AFI2	uniprotkb:P22523	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	Vos et al. (2013)	pubmed:24097060|imex:IM-22244	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9086300|imex:IM-22244-1	intact-miscore:0.86
uniprotkb:P0AFI2	uniprotkb:P22523	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:"MI:0096"(pull down)	Vos et al. (2013)	pubmed:24097060|imex:IM-22244	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9086357|imex:IM-22244-3	intact-miscore:0.86
uniprotkb:P22523	uniprotkb:P0AFI2	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:"MI:0096"(pull down)	Vos et al. (2013)	pubmed:24097060|imex:IM-22244	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9086335|imex:IM-22244-2	intact-miscore:0.86
uniprotkb:P22523	uniprotkb:P0AFI2	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:"MI:0096"(pull down)	Vos et al. (2013)	pubmed:24097060|imex:IM-22244	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9086375|imex:IM-22244-4	intact-miscore:0.86
uniprotkb:P0ABS1	uniprotkb:P0A8T7	intact:EBI-371089|uniprotkb:P18274	intact:EBI-543604|uniprotkb:P00577|uniprotkb:P00578|uniprotkb:P78134|uniprotkb:Q2M8S4	psi-mi:dksa_ecoli(display_long)|uniprotkb:dksA(gene name)|psi-mi:dksA(display_short)|uniprotkb:DnaK suppressor protein(gene name synonym)|uniprotkb:JW0141(locus name)|uniprotkb:b0145(locus name)	psi-mi:rpoc_ecoli(display_long)|uniprotkb:rpoC(gene name)|psi-mi:rpoC(display_short)|uniprotkb:tabB(gene name synonym)|uniprotkb:b3988(locus name)|uniprotkb:JW3951(locus name)|uniprotkb:Transcriptase subunit beta'(gene name synonym)|uniprotkb:RNA polymerase subunit beta'(gene name synonym)	psi-mi:"MI:0401"(biochemical)	Furman et al. (2013)	mint:d-13-00004r1|pubmed:23416301|mint:MINT-8413437	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-8436258|mint:MINT-8413484	intact-miscore:0.44
uniprotkb:P00805	uniprotkb:P00805	intact:EBI-907458|uniprotkb:Q2M9N6	intact:EBI-907458|uniprotkb:Q2M9N6	psi-mi:aspg2_ecoli(display_long)|uniprotkb:L-asparaginase II(gene name synonym)|uniprotkb:L-asparagine amidohydrolase II(gene name synonym)|uniprotkb:ansB(gene name)|psi-mi:ansB(display_short)|uniprotkb:b2957(locus name)|uniprotkb:JW2924(locus name)	psi-mi:aspg2_ecoli(display_long)|uniprotkb:L-asparaginase II(gene name synonym)|uniprotkb:L-asparagine amidohydrolase II(gene name synonym)|uniprotkb:ansB(gene name)|psi-mi:ansB(display_short)|uniprotkb:b2957(locus name)|uniprotkb:JW2924(locus name)	psi-mi:"MI:0114"(x-ray crystallography)	Borek et al. (2014)	pubmed:25040257|imex:IM-23064	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-9631019|imex:IM-23064-1	intact-miscore:0.61
uniprotkb:P76387	uniprotkb:P0AAB2	intact:EBI-554724|uniprotkb:O08003|uniprotkb:O08004|uniprotkb:P71236	intact:EBI-1127385|uniprotkb:P77153|uniprotkb:Q2MAY1	psi-mi:wzc_ecoli(display_long)|uniprotkb:wzc(gene name)|psi-mi:wzc(display_short)|uniprotkb:b2060(locus name)|uniprotkb:JW2045(locus name)	psi-mi:wzb_ecoli(display_long)|uniprotkb:wzb(gene name)|psi-mi:wzb(display_short)|uniprotkb:b2061(locus name)|uniprotkb:JW2046(locus name)	psi-mi:"MI:0434"(phosphatase assay)	Hagelueken et al. (2009)	doi:10.1016/j.jmb.2009.07.026|pubmed:19616007|mint:MINT-8291392	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0203"(dephosphorylation reaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7115374|mint:MINT-8293874	intact-miscore:0.44
uniprotkb:P0A9A6	uniprotkb:P0A9A6	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	intact:EBI-370963|uniprotkb:P06138|uniprotkb:P77857|uniprotkb:P78047	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:ftsz_ecoli(display_long)|uniprotkb:ftsZ(gene name)|psi-mi:ftsZ(display_short)|uniprotkb:sfiB(gene name synonym)|uniprotkb:sulB(gene name synonym)|uniprotkb:b0095(locus name)|uniprotkb:JW0093(locus name)	psi-mi:"MI:0067"(light scattering)	Salvarelli et al. (2011)	pubmed:22064072|imex:IM-16718|mint:MINT-8284106|doi:10.1016/j.febslet.2011.10.046	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0471"(MINT)	intact:EBI-7518474|mint:MINT-8284111|imex:IM-16718-1	intact-miscore:0.94
uniprotkb:P28905	uniprotkb:P28632	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-549176|uniprotkb:Q2M5U6	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:hold_ecoli(display_long)|uniprotkb:holD(gene name)|psi-mi:holD(display_short)|uniprotkb:b4372(locus name)|uniprotkb:JW4334(locus name)	psi-mi:"MI:0114"(x-ray crystallography)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085789|mint:MINT-8298667|imex:IM-16681-1	intact-miscore:0.95
uniprotkb:P28905	uniprotkb:P28632	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-549176|uniprotkb:Q2M5U6	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:hold_ecoli(display_long)|uniprotkb:holD(gene name)|psi-mi:holD(display_short)|uniprotkb:b4372(locus name)|uniprotkb:JW4334(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085813|mint:MINT-8299335|imex:IM-16681-2	intact-miscore:0.95
uniprotkb:P28905	uniprotkb:P0AGE0	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-1118620|uniprotkb:P02339|uniprotkb:Q2M6P5	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:ssb_ecoli(display_long)|uniprotkb:Helix-destabilizing protein(gene name synonym)|uniprotkb:ssb(gene name)|psi-mi:ssb(display_short)|uniprotkb:exrB(gene name synonym)|uniprotkb:lexC(gene name synonym)|uniprotkb:b4059(locus name)|uniprotkb:JW4020(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085813|mint:MINT-8299335|imex:IM-16681-2	intact-miscore:0.85
uniprotkb:P28905	uniprotkb:P28632	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-549176|uniprotkb:Q2M5U6	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:hold_ecoli(display_long)|uniprotkb:holD(gene name)|psi-mi:holD(display_short)|uniprotkb:b4372(locus name)|uniprotkb:JW4334(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085847|mint:MINT-8299351|imex:IM-16681-3	intact-miscore:0.95
uniprotkb:P28905	uniprotkb:P0AGE0	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-1118620|uniprotkb:P02339|uniprotkb:Q2M6P5	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:ssb_ecoli(display_long)|uniprotkb:Helix-destabilizing protein(gene name synonym)|uniprotkb:ssb(gene name)|psi-mi:ssb(display_short)|uniprotkb:exrB(gene name synonym)|uniprotkb:lexC(gene name synonym)|uniprotkb:b4059(locus name)|uniprotkb:JW4020(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085847|mint:MINT-8299351|imex:IM-16681-3	intact-miscore:0.85
uniprotkb:P28905	uniprotkb:P28632	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-549176|uniprotkb:Q2M5U6	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:hold_ecoli(display_long)|uniprotkb:holD(gene name)|psi-mi:holD(display_short)|uniprotkb:b4372(locus name)|uniprotkb:JW4334(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085885|mint:MINT-8299380|imex:IM-16681-5	intact-miscore:0.95
uniprotkb:P28905	uniprotkb:P0AGE0	intact:EBI-549169|uniprotkb:P11649|uniprotkb:Q2M650	intact:EBI-1118620|uniprotkb:P02339|uniprotkb:Q2M6P5	psi-mi:holc_ecoli(display_long)|uniprotkb:holC(gene name)|psi-mi:holC(display_short)|uniprotkb:b4259(locus name)|uniprotkb:JW4216(locus name)	psi-mi:ssb_ecoli(display_long)|uniprotkb:Helix-destabilizing protein(gene name synonym)|uniprotkb:ssb(gene name)|psi-mi:ssb(display_short)|uniprotkb:exrB(gene name synonym)|uniprotkb:lexC(gene name synonym)|uniprotkb:b4059(locus name)|uniprotkb:JW4020(locus name)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Marceau et al. (2011)	doi:10.1038/emboj.2011.305|pubmed:21857649|imex:IM-16681|mint:MINT-8298659	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0471"(MINT)	intact:EBI-7085885|mint:MINT-8299380|imex:IM-16681-5	intact-miscore:0.85
