#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	psi-mi:"MI:0114"(x-ray crystallography)	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:159951|rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M|edgetype:X	-	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M	false	-	-	-	-	-	-
rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	psi-mi:"MI:0114"(x-ray crystallography)	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:159946|rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M|edgetype:X	-	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M	false	-	-	-	-	-	-
rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	pdb:1T3U|pdb:1T3U_A|pdb:1T3U_B|rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|irogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	crogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964|icrogid:21534617	psi-mi:"MI:0114"(x-ray crystallography)	-	-	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:159947|rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M|edgetype:X	-	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rogid:/1cBY0kxxkrGnTuOKG5O7SpzvYY208964	rigid:9Hud6hvV6pEKBsZD+g6GE2Ygp/M	false	-	-	-	-	-	-
rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	pdb:1RKU|pdb:1RKU_A|pdb:1RKU_B|rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|irogid:9988686	pdb:1RKU|pdb:1RKU_A|pdb:1RKU_B|rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|irogid:9988686	crogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|icrogid:9988686	crogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|icrogid:9988686	-	-	pubmed:14699121	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:158370|rigid:S+a1hp8v1zzogA1j2m77BmWqMQw|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rigid:S+a1hp8v1zzogA1j2m77BmWqMQw	false	-	-	-	-	-	-
rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	pdb:1RKU|pdb:1RKU_A|pdb:1RKU_B|rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|irogid:9988686	pdb:1RKU|pdb:1RKU_A|pdb:1RKU_B|rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|irogid:9988686	crogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|icrogid:9988686	crogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964|icrogid:9988686	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:14699121	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:158370|rigid:S+a1hp8v1zzogA1j2m77BmWqMQw|edgetype:X	hpr:2|lpr:2|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rogid:RbkEt6i87IoskClrvlAQ1DfdnLY208964	rigid:S+a1hp8v1zzogA1j2m77BmWqMQw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307051|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307051|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307051|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307051|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307052|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307052|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307052|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307053|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307054|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307054|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307055|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	psi-mi:"MI:0114"(x-ray crystallography)	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0000"(bind_translation)	bind:307056|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
uniprotkb:Q9HUM0	uniprotkb:Q9HUM0	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	entrezgene/locuslink:878015|uniprotkb:Q9HUM0|rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|irogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	hgnc:hfq|uniprotkb:HFQ_PSEAE|crogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964|icrogid:21833262	-	-	pubmed:15681864	taxid:208964(Pseudomonas aeruginosa PAO1)	taxid:208964(Pseudomonas aeruginosa PAO1)	-	psi-mi:"MI:0462"(bind)	bind:307052|rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw|edgetype:X	hpr:1|lpr:1|np:1	none:none	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0000"(unspecified)	psi-mi:"MI:0326"(protein)	psi-mi:"MI:0326"(protein)	-	-	-	-	-	-	-	-	2018/01/22	2018/01/22	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rogid:+XRNStcKYH0ax66T/7juYtRU6Qc208964	rigid:tvzkiSLlX/APZg2boGjb4sLa8Mw	false	-	-	-	-	-	-
