#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)
uniprotkb:P69423	uniprotkb:P69425	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411685|imex:IM-16951-8	intact-miscore:0.84
uniprotkb:P69425	uniprotkb:P69423	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411674|imex:IM-16951-7	intact-miscore:0.84
uniprotkb:P69425	uniprotkb:P18775	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	intact:EBI-4411104	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:dmsa_ecoli(display_long)|uniprotkb:dmsA(gene name)|psi-mi:dmsA(display_short)|uniprotkb:b0894(locus name)|uniprotkb:JW5118(locus name)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411700|imex:IM-16951-9	intact-miscore:0.37
uniprotkb:P69423	uniprotkb:P18775	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4411104	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:dmsa_ecoli(display_long)|uniprotkb:dmsA(gene name)|psi-mi:dmsA(display_short)|uniprotkb:b0894(locus name)|uniprotkb:JW5118(locus name)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411726|imex:IM-16951-10	intact-miscore:0.37
uniprotkb:P69853	uniprotkb:P69425	intact:EBI-4406374|uniprotkb:P76174|uniprotkb:P77270	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	psi-mi:dmsd_ecoli(display_long)|uniprotkb:dmsD(gene name)|psi-mi:dmsD(display_short)|uniprotkb:ynfI(gene name synonym)|uniprotkb:b1591(locus name)|uniprotkb:JW5262(locus name)|uniprotkb:DMSO reductase maturation protein(gene name synonym)|uniprotkb:Twin-arginine leader-binding protein DmsD(gene name synonym)	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411776|imex:IM-16951-11	intact-miscore:0.37
uniprotkb:P69423	uniprotkb:P69853	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4406374|uniprotkb:P76174|uniprotkb:P77270	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:dmsd_ecoli(display_long)|uniprotkb:dmsD(gene name)|psi-mi:dmsD(display_short)|uniprotkb:ynfI(gene name synonym)|uniprotkb:b1591(locus name)|uniprotkb:JW5262(locus name)|uniprotkb:DMSO reductase maturation protein(gene name synonym)|uniprotkb:Twin-arginine leader-binding protein DmsD(gene name synonym)	psi-mi:"MI:0809"(bimolecular fluorescence complementation)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411832|imex:IM-16951-12	intact-miscore:0.37
uniprotkb:P69853	uniprotkb:P18775	intact:EBI-4406374|uniprotkb:P76174|uniprotkb:P77270	intact:EBI-4411104	psi-mi:dmsd_ecoli(display_long)|uniprotkb:dmsD(gene name)|psi-mi:dmsD(display_short)|uniprotkb:ynfI(gene name synonym)|uniprotkb:b1591(locus name)|uniprotkb:JW5262(locus name)|uniprotkb:DMSO reductase maturation protein(gene name synonym)|uniprotkb:Twin-arginine leader-binding protein DmsD(gene name synonym)	psi-mi:dmsa_ecoli(display_long)|uniprotkb:dmsA(gene name)|psi-mi:dmsA(display_short)|uniprotkb:b0894(locus name)|uniprotkb:JW5118(locus name)	psi-mi:"MI:0096"(pull down)	Kostecki et al. (2010)	pubmed:20169075|imex:IM-16951	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4411154|imex:IM-16951-2	intact-miscore:0.83
uniprotkb:P22523	uniprotkb:P0A6A8	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-542566|uniprotkb:P02901|uniprotkb:Q53352	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:acp_ecoli(display_long)|uniprotkb:acpP(gene name)|psi-mi:acpP(display_short)|uniprotkb:b1094(locus name)|uniprotkb:JW1080(locus name)|uniprotkb:Cytosolic-activating factor(gene name synonym)|uniprotkb:Fatty acid synthase acyl carrier protein(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Li et al. (2010)	pubmed:20921377|imex:IM-21386	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4406682|imex:IM-21386-1	intact-miscore:0.69
uniprotkb:P22523	uniprotkb:P0AFI2	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Li et al. (2010)	pubmed:20921377|imex:IM-21386	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4406682|imex:IM-21386-1	intact-miscore:0.86
uniprotkb:P22523	uniprotkb:P60293	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-554679|uniprotkb:P36567	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:mukf_ecoli(display_long)|uniprotkb:mukF(gene name)|psi-mi:mukF(display_short)|uniprotkb:kicB(gene name synonym)|uniprotkb:b0922(locus name)|uniprotkb:JW0905(locus name)|uniprotkb:Protein KicB(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Li et al. (2010)	pubmed:20921377|imex:IM-21386	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4406682|imex:IM-21386-1	intact-miscore:0.71
uniprotkb:P22523	uniprotkb:P22524	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	intact:EBI-554672	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:muke_ecoli(display_long)|uniprotkb:ycbA(gene name synonym)|uniprotkb:mukE(gene name)|psi-mi:mukE(display_short)|uniprotkb:kicA(gene name synonym)|uniprotkb:b0923(locus name)|uniprotkb:JW0906(locus name)|uniprotkb:Protein KicA(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Li et al. (2010)	pubmed:20921377|imex:IM-21386	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4406682|imex:IM-21386-1	intact-miscore:0.71
uniprotkb:P0AFI2	uniprotkb:P22523	intact:EBI-878544|uniprotkb:O69154|uniprotkb:P20082|uniprotkb:Q2M9I1	intact:EBI-542943|uniprotkb:P71227|uniprotkb:P77164|uniprotkb:Q47398	psi-mi:parc_ecoli(display_long)|uniprotkb:Topoisomerase IV subunit A(gene name synonym)|uniprotkb:parC(gene name)|psi-mi:parC(display_short)|uniprotkb:b3019(locus name)|uniprotkb:JW2987(locus name)	psi-mi:mukb_ecoli(display_long)|uniprotkb:mukB(gene name)|psi-mi:mukB(display_short)|uniprotkb:b0924(locus name)|uniprotkb:JW0907(locus name)|uniprotkb:Structural maintenance of chromosome-related protein(gene name synonym)	psi-mi:"MI:0065"(isothermal titration calorimetry)	Li et al. (2010)	pubmed:20921377|imex:IM-21386	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-4406766|imex:IM-21386-2	intact-miscore:0.86
uniprotkb:P32719	uniprotkb:P32719	intact:EBI-1128770|uniprotkb:Q2M6L8	intact:EBI-1128770|uniprotkb:Q2M6L8	psi-mi:alse_ecoli(display_long)|uniprotkb:alsE(gene name)|psi-mi:alsE(display_short)|uniprotkb:b4085(locus name)|uniprotkb:JW4046(locus name)|uniprotkb:yjcU(gene name synonym)	psi-mi:alse_ecoli(display_long)|uniprotkb:alsE(gene name)|psi-mi:alsE(display_short)|uniprotkb:b4085(locus name)|uniprotkb:JW4046(locus name)|uniprotkb:yjcU(gene name synonym)	psi-mi:"MI:0114"(x-ray crystallography)	Chan et al. (2008)	pubmed:18700786	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0407"(direct interaction)	psi-mi:"MI:0486"(UniProt)	intact:EBI-3904232|pdbe:3CTL|pdbe:3ct7	intact-miscore:0.44
uniprotkb:P69423	uniprotkb:P69425	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168634|imex:IM-26380-1	intact-miscore:0.84
uniprotkb:P0A843	uniprotkb:P69425	intact:EBI-1112947|uniprotkb:P25895|uniprotkb:P77420	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	psi-mi:tate_ecoli(display_long)|uniprotkb:ybeC(gene name synonym)|uniprotkb:tatE(gene name)|psi-mi:tatE(display_short)|uniprotkb:b0627(locus name)|uniprotkb:JW0622(locus name)	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168638|imex:IM-26380-3	intact-miscore:0.40
uniprotkb:P0A843	uniprotkb:P69428	intact:EBI-1112947|uniprotkb:P25895|uniprotkb:P77420	intact:EBI-4411542|uniprotkb:O65938|uniprotkb:P27856|uniprotkb:Q2M8E1	psi-mi:tate_ecoli(display_long)|uniprotkb:ybeC(gene name synonym)|uniprotkb:tatE(gene name)|psi-mi:tatE(display_short)|uniprotkb:b0627(locus name)|uniprotkb:JW0622(locus name)	psi-mi:tata_ecoli(display_long)|uniprotkb:tatA(gene name)|psi-mi:tatA(display_short)|uniprotkb:mttA1(gene name synonym)|uniprotkb:yigT(gene name synonym)|uniprotkb:b3836(locus name)|uniprotkb:JW3813(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168642|imex:IM-26380-5	intact-miscore:0.40
uniprotkb:P69423	uniprotkb:P69425	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4411577|uniprotkb:Q2M8E2|uniprotkb:O69415|uniprotkb:O87926|uniprotkb:P27856	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:tatb_ecoli(display_long)|uniprotkb:tatB(gene name)|psi-mi:tatB(display_short)|uniprotkb:mttA2(gene name synonym)|uniprotkb:ysgB(gene name synonym)|uniprotkb:b3838(locus name)|uniprotkb:JW5580(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168656|imex:IM-26380-7	intact-miscore:0.84
uniprotkb:P69423	uniprotkb:P0A843	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-1112947|uniprotkb:P25895|uniprotkb:P77420	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:tate_ecoli(display_long)|uniprotkb:ybeC(gene name synonym)|uniprotkb:tatE(gene name)|psi-mi:tatE(display_short)|uniprotkb:b0627(locus name)|uniprotkb:JW0622(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168662|imex:IM-26380-9	intact-miscore:0.40
uniprotkb:P69423	uniprotkb:P69428	intact:EBI-4411641|uniprotkb:P76766|uniprotkb:Q2M8E3|uniprotkb:P27857|uniprotkb:P27858|uniprotkb:P76765	intact:EBI-4411542|uniprotkb:O65938|uniprotkb:P27856|uniprotkb:Q2M8E1	psi-mi:tatc_ecoli(display_long)|uniprotkb:tatC(gene name)|psi-mi:tatC(display_short)|uniprotkb:mttB(gene name synonym)|uniprotkb:yigU(gene name synonym)|uniprotkb:yigV(gene name synonym)|uniprotkb:b3839(locus name)|uniprotkb:JW3815(locus name)	psi-mi:tata_ecoli(display_long)|uniprotkb:tatA(gene name)|psi-mi:tatA(display_short)|uniprotkb:mttA1(gene name synonym)|uniprotkb:yigT(gene name synonym)|uniprotkb:b3836(locus name)|uniprotkb:JW3813(locus name)	psi-mi:"MI:0030"(cross-linking study)	Eimer et al. (2018)	imex:IM-26380|pubmed:29358647	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-17168668|imex:IM-26380-11	intact-miscore:0.57
uniprotkb:P03959	uniprotkb:P03960	intact:EBI-20568442	intact:EBI-1116956|uniprotkb:P78053|uniprotkb:P78145	psi-mi:kdpa_ecoli(display_long)|uniprotkb:ATP phosphohydrolase [potassium-transporting] A chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit A(gene name synonym)|uniprotkb:Potassium-translocating ATPase A chain(gene name synonym)|uniprotkb:JW0686(locus name)|uniprotkb:b0698(locus name)|uniprotkb:kdpA(gene name)|psi-mi:kdpA(display_short)	psi-mi:kdpb_ecoli(display_long)|uniprotkb:Potassium-translocating ATPase B chain(gene name synonym)|uniprotkb:ATP phosphohydrolase [potassium-transporting] B chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit B(gene name synonym)|uniprotkb:kdpB(gene name)|psi-mi:kdpB(display_short)|uniprotkb:b0697(locus name)|uniprotkb:JW0685(locus name)	psi-mi:"MI:0114"(x-ray crystallography)	Huang et al. (2017)	imex:IM-26435|pubmed:28636601	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20568458|imex:IM-26435-1|wwpdb:5mrw	intact-miscore:0.40
uniprotkb:P03959	uniprotkb:P03961	intact:EBI-20568442	intact:EBI-6997216|intact:MINT-8188885	psi-mi:kdpa_ecoli(display_long)|uniprotkb:ATP phosphohydrolase [potassium-transporting] A chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit A(gene name synonym)|uniprotkb:Potassium-translocating ATPase A chain(gene name synonym)|uniprotkb:JW0686(locus name)|uniprotkb:b0698(locus name)|uniprotkb:kdpA(gene name)|psi-mi:kdpA(display_short)	psi-mi:kdpc_ecoli(display_long)|uniprotkb:kdpC(gene name)|psi-mi:kdpC(display_short)|uniprotkb:ATP phosphohydrolase [potassium-transporting] C chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit C(gene name synonym)|uniprotkb:Potassium-translocating ATPase C chain(gene name synonym)|uniprotkb:b0696(locus name)|uniprotkb:JW0684(locus name)	psi-mi:"MI:0114"(x-ray crystallography)	Huang et al. (2017)	imex:IM-26435|pubmed:28636601	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20568458|imex:IM-26435-1|wwpdb:5mrw	intact-miscore:0.40
uniprotkb:P03959	uniprotkb:P36937	intact:EBI-20568442	intact:EBI-20568427|uniprotkb:Q2EEQ9	psi-mi:kdpa_ecoli(display_long)|uniprotkb:ATP phosphohydrolase [potassium-transporting] A chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit A(gene name synonym)|uniprotkb:Potassium-translocating ATPase A chain(gene name synonym)|uniprotkb:JW0686(locus name)|uniprotkb:b0698(locus name)|uniprotkb:kdpA(gene name)|psi-mi:kdpA(display_short)	psi-mi:kdpf_ecoli(display_long)|uniprotkb:ATP phosphohydrolase [potassium-transporting] F chain(gene name synonym)|uniprotkb:Potassium-binding and translocating subunit F(gene name synonym)|uniprotkb:Potassium-translocating ATPase F chain(gene name synonym)|uniprotkb:JW0687(locus name)|uniprotkb:b4513(locus name)|uniprotkb:kdpF(gene name)|psi-mi:kdpF(display_short)	psi-mi:"MI:0114"(x-ray crystallography)	Huang et al. (2017)	imex:IM-26435|pubmed:28636601	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20568458|imex:IM-26435-1|wwpdb:5mrw	intact-miscore:0.40
uniprotkb:P0ABM1	uniprotkb:P69490	intact:EBI-2123469|uniprotkb:P33929|uniprotkb:Q2MAP4	intact:EBI-1128007|uniprotkb:P33928|uniprotkb:Q2MAP6	psi-mi:ccmc_ecoli(display_long)|uniprotkb:ccmC(gene name)|psi-mi:ccmC(display_short)|uniprotkb:yejT(gene name synonym)|uniprotkb:yejU(gene name synonym)|uniprotkb:Cytochrome c-type biogenesis protein CcmC(gene name synonym)|uniprotkb:b2199(locus name)|uniprotkb:JW2187(locus name)	psi-mi:ccme_ecoli(display_long)|uniprotkb:ccmE(gene name)|psi-mi:ccmE(display_short)|uniprotkb:b2197(locus name)|uniprotkb:JW2185(locus name)|uniprotkb:yejS(gene name synonym)|uniprotkb:Cytochrome c maturation protein E(gene name synonym)|uniprotkb:Heme chaperone CcmE(gene name synonym)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Feissner et al. (2006)	imex:IM-26444|pubmed:16824107	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0915"(physical association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20585925|imex:IM-26444-1	intact-miscore:0.83
uniprotkb:P33931	uniprotkb:P0ABM1	intact:EBI-6402796|uniprotkb:Q2MAP2	intact:EBI-2123469|uniprotkb:P33929|uniprotkb:Q2MAP4	psi-mi:ccma_ecoli(display_long)|uniprotkb:Heme exporter protein A(gene name synonym)|uniprotkb:JW5366(locus name)|uniprotkb:b2201(locus name)|uniprotkb:ccmA(gene name)|psi-mi:ccmA(display_short)|uniprotkb:yejW(gene name synonym)	psi-mi:ccmc_ecoli(display_long)|uniprotkb:ccmC(gene name)|psi-mi:ccmC(display_short)|uniprotkb:yejT(gene name synonym)|uniprotkb:yejU(gene name synonym)|uniprotkb:Cytochrome c-type biogenesis protein CcmC(gene name synonym)|uniprotkb:b2199(locus name)|uniprotkb:JW2187(locus name)	psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	Feissner et al. (2006)	imex:IM-26444|pubmed:16824107	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	taxid:83333(ecoli)|taxid:83333("Escherichia coli (strain K12)")	psi-mi:"MI:0914"(association)	psi-mi:"MI:0486"(UniProt)	intact:EBI-20585938|imex:IM-26444-3	intact-miscore:0.68
